118,2,2,15,5,0,46,27,172,9,4,11,6,0,18,84,2,0,0,0,0,0,1,3,8,1,1,0,1,0,2,6,2,0,0,3,0,0,2,0,3,0,0,0,1,0,1,1,18,0,1,0,1,1,28,2,16,0,2,0,4,0,25,8,1,1,0,2,1,0,1,1,10,0,0,3,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,3,3,14,0,0,1,4,4,0,0,0,2,0,0,8,10,1,0,1,1,0,1,14,89,6,1,14,6,0,7,148,205,10,9,51,19,2,15,345,80,6,0,5,2,1,2,81,5,2,0,1,0,0,1,12,2,1,0,0,0,0,0,8,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,6,2,0,1,0,0,1,12,1,0,0,0,0,0,0,5,3,0,1,3,0,0,1,13,3,1,0,0,0,0,1,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,10,1,1,34,0,0,0,16,4,0,0,1,0,0,0,5,49,6,0,12,4,1,9,183,45,5,0,6,5,3,3,136,0
862,14,3,39,13,0,42,225,3513,61,16,93,87,6,97,1120,14,1,0,0,0,0,1,6,61,6,0,5,3,0,4,53,2,0,0,0,0,0,1,0,8,0,1,0,0,0,2,3,42,1,1,0,1,0,60,11,92,3,4,3,8,0,103,66,15,2,0,1,0,0,0,10,62,4,0,4,2,0,4,78,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,31,4,1,67,3,0,1,13,74,6,0,3,2,1,2,91,158,9,0,10,10,0,10,352,1118,47,1,57,49,10,38,3199,3278,70,7,97,92,6,78,1448,1129,30,1,32,26,0,32,588,66,3,0,3,3,2,2,79,23,2,0,1,2,0,1,31,5,1,1,2,0,0,0,8,0,0,0,0,0,0,0,2,58,0,0,1,3,1,2,66,27,2,0,1,2,0,2,33,35,1,0,2,1,0,0,54,27,1,0,1,0,1,0,37,2,0,0,0,1,0,0,11,2,0,0,0,0,0,0,0,56,2,3,94,1,1,0,55,30,1,0,1,0,0,0,42,954,47,6,30,74,5,80,2821,508,33,1,29,18,0,22,2324,0
550,12,3,28,15,1,36,100,1435,60,9,59,54,5,61,481,21,0,0,3,1,0,1,14,47,7,0,2,0,0,3,60,6,0,0,1,0,0,3,1,14,0,0,0,0,0,0,0,22,2,1,1,2,0,34,13,73,4,4,8,6,0,43,44,34,0,0,4,3,0,0,13,51,4,0,2,3,1,2,49,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,33,2,4,34,1,0,0,12,60,1,0,7,4,0,6,59,126,6,1,12,10,3,8,156,602,71,7,59,45,6,59,1402,1318,49,13,85,66,6,48,493,443,24,1,13,17,1,16,223,56,5,0,2,6,0,5,44,28,3,0,2,1,1,2,25,11,1,0,0,0,1,0,4,2,0,0,0,0,0,0,2,57,5,0,6,7,0,6,72,18,4,0,3,2,0,2,32,60,4,4,7,9,1,8,60,28,5,0,2,3,0,1,22,3,0,0,0,1,0,0,18,2,0,0,0,0,0,0,4,76,2,5,48,3,0,5,71,28,4,0,2,3,0,0,33,581,71,1,60,52,5,62,1274,233,31,0,33,28,2,32,867,0
435,19,9,63,10,0,84,119,886,29,6,35,33,1,110,448,18,2,0,2,2,0,6,9,43,4,0,2,2,1,7,36,5,0,1,4,0,0,4,0,7,0,0,0,2,0,8,1,42,0,3,0,4,0,74,7,109,6,7,2,8,0,127,27,12,0,1,2,1,0,0,5,40,0,0,1,1,0,7,23,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,8,65,2,5,68,0,0,0,1,50,4,0,1,2,0,4,22,75,6,0,7,1,0,2,100,734,52,10,39,34,6,49,871,941,52,12,144,45,8,49,1006,552,17,2,16,36,2,42,541,21,1,0,1,3,0,0,60,23,0,0,2,1,0,2,34,13,2,0,8,0,0,0,9,5,0,0,0,0,0,0,4,21,1,0,2,2,0,2,60,21,0,0,1,1,0,3,32,52,1,0,12,4,1,3,35,34,1,0,1,0,0,2,43,2,1,0,0,0,0,1,9,3,0,0,0,0,0,0,3,82,4,6,130,0,0,3,27,25,2,1,0,4,0,0,29,354,28,3,26,29,5,11,870,313,20,2,37,34,0,31,921,0
1213,27,7,50,30,3,56,438,3739,104,11,117,122,14,155,2232,21,0,0,0,1,0,1,16,126,3,0,5,1,0,3,96,5,0,1,2,0,0,2,1,15,1,0,0,0,0,1,5,56,0,3,0,1,0,52,20,152,3,3,4,0,0,70,73,26,0,0,2,0,0,1,13,120,2,0,0,1,0,4,43,3,0,0,0,0,0,0,2,11,0,0,1,0,0,0,5,57,2,2,40,0,0,0,11,123,4,0,0,3,0,4,55,369,8,3,7,12,1,16,663,2102,86,11,65,77,10,107,3706,4077,125,12,149,125,9,119,2368,1226,45,7,46,50,4,56,1141,120,3,0,4,1,0,3,76,41,1,0,2,1,0,1,42,10,0,0,4,0,0,0,4,5,1,0,0,0,0,0,4,129,5,0,2,2,1,2,79,41,2,0,2,0,0,0,33,125,0,0,2,8,0,4,97,38,0,0,3,1,0,4,35,10,0,0,0,1,0,0,6,3,2,0,0,0,0,0,6,150,2,1,81,2,0,2,113,36,1,0,1,2,0,1,36,2528,95,1,90,71,5,58,3922,952,41,1,36,36,6,35,2348,0
950,32,15,46,24,3,41,289,2540,115,10,112,102,7,135,1314,29,1,0,3,0,0,2,16,124,10,3,18,10,0,9,110,8,0,0,3,1,0,2,5,14,1,0,2,0,0,3,6,43,2,1,1,8,0,49,15,105,7,4,7,12,3,61,110,25,0,0,2,1,1,1,11,105,9,1,9,6,0,11,119,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,14,36,0,1,33,2,1,3,16,106,7,1,6,11,1,9,117,219,25,3,23,20,5,17,353,955,123,9,106,111,7,108,2633,3091,142,11,135,97,9,99,1213,955,52,2,41,62,3,53,649,114,4,2,11,12,1,13,98,53,2,1,5,3,1,4,82,16,1,0,2,1,0,1,8,7,0,0,0,0,0,0,11,103,15,0,3,14,3,13,123,43,3,0,6,5,1,4,78,108,9,0,2,11,1,15,122,39,3,0,2,5,0,6,91,4,1,0,0,1,1,0,12,5,0,0,0,0,0,1,18,144,7,2,69,12,0,12,135,45,6,0,5,7,0,4,83,1048,131,5,141,97,15,132,2563,554,63,2,52,62,17,72,2187,0
549,22,3,47,14,0,55,190,1451,33,13,38,48,3,82,791,7,0,0,0,0,0,2,12,35,2,0,0,0,0,8,69,3,0,0,4,0,0,2,0,7,0,0,0,1,0,0,1,44,1,3,0,0,0,59,10,70,1,1,0,3,0,72,64,12,0,0,1,0,0,0,6,43,3,0,1,3,0,2,40,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,41,2,4,43,0,0,0,12,36,5,0,2,0,0,2,40,166,8,0,5,3,1,2,214,989,32,5,33,46,5,53,1446,1570,62,11,112,52,6,62,1312,977,34,5,19,42,3,32,509,40,2,0,2,4,0,0,62,18,0,0,0,0,0,0,34,11,0,0,4,0,0,0,6,4,0,0,0,0,0,0,1,31,2,0,0,0,0,2,63,20,0,0,0,0,0,0,34,43,1,0,3,0,0,0,50,31,4,0,1,0,0,1,26,6,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,75,4,3,84,0,0,1,49,18,2,0,2,1,0,0,29,942,32,4,40,54,6,51,1851,398,17,1,21,16,3,27,933,0
967,11,8,30,13,0,36,199,3143,95,19,76,84,6,98,1108,23,0,0,0,0,0,1,19,102,1,0,5,0,0,3,72,2,0,0,0,0,0,0,0,9,2,1,0,0,0,1,6,48,4,1,0,0,0,41,27,145,6,1,5,1,0,54,72,19,0,0,1,0,0,0,12,102,3,0,4,3,0,6,80,0,0,0,0,0,0,0,0,8,1,0,2,0,0,0,22,49,1,1,40,0,0,2,13,98,4,0,2,2,0,4,81,401,6,0,26,9,3,18,367,1753,85,13,84,102,12,71,2840,2706,61,10,67,74,6,76,1037,1065,21,7,33,49,0,42,413,76,4,0,2,4,0,2,66,44,0,0,4,1,0,0,37,13,1,0,1,0,0,0,6,7,0,0,0,0,0,0,3,81,2,0,3,0,0,2,80,51,5,0,0,0,2,0,44,65,0,0,5,5,1,3,53,43,0,0,1,0,0,2,32,8,0,0,0,0,0,1,9,1,0,0,0,0,0,0,7,92,1,2,56,2,0,3,53,43,3,0,0,1,0,2,33,1725,76,8,54,92,8,79,2854,769,43,1,42,46,3,59,1853,0
935,24,3,65,43,1,69,364,2350,94,21,83,140,12,209,1603,27,0,1,1,2,0,6,19,105,11,0,4,1,1,11,120,5,0,0,2,0,0,3,1,15,0,0,0,0,1,4,8,37,0,1,1,3,0,65,26,124,2,6,5,7,0,80,76,21,1,0,7,1,0,0,16,65,6,1,6,2,1,5,91,0,0,0,0,0,0,0,2,8,2,0,0,0,0,0,14,50,0,4,46,0,0,1,19,70,2,0,4,2,1,3,113,205,16,0,14,19,0,16,336,1059,83,5,80,42,14,76,2563,2972,115,24,157,93,10,90,1529,1034,55,6,36,53,7,66,861,83,2,0,8,4,0,7,95,39,1,0,1,5,0,2,57,16,0,2,7,3,0,1,8,5,0,0,1,1,0,0,5,80,4,0,12,10,1,5,129,46,2,2,2,2,1,3,64,105,3,2,10,8,2,9,89,33,4,0,4,6,1,3,45,6,1,0,0,0,0,0,17,2,2,0,0,0,0,0,2,106,4,3,94,3,2,9,114,39,3,1,6,1,0,3,47,1015,89,9,97,79,21,90,2771,465,41,3,38,41,3,43,1775,0
400,10,7,37,9,0,53,75,903,25,4,15,28,1,54,344,4,0,0,0,1,0,4,9,26,1,0,2,0,1,3,16,7,0,0,3,1,0,3,0,11,0,1,0,2,0,3,4,24,0,2,0,1,0,72,8,85,1,4,0,1,1,90,18,7,0,0,1,0,0,2,6,43,2,0,1,1,0,0,36,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,43,3,0,62,0,0,0,4,45,2,1,0,0,0,2,21,65,5,0,4,3,0,5,101,480,35,0,41,17,2,22,718,889,27,6,84,33,1,43,569,267,6,1,6,19,2,15,206,32,1,0,0,4,0,1,43,15,0,0,0,0,0,0,18,2,0,0,4,0,0,0,5,0,0,0,0,0,0,0,1,28,0,0,2,3,0,1,44,10,0,0,0,0,0,1,19,8,1,0,4,0,0,0,28,11,0,0,0,1,0,1,21,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,49,1,3,94,0,0,0,25,9,2,0,1,0,0,1,22,286,11,1,10,24,3,21,828,131,7,0,16,8,3,14,575,0
